金牛区	49.42
青羊区	49.52
青羊区	48.5
锦江区	49.47
成华区	48.5
武侯区	49.28
金牛区	48.46
高新区	49.43
成华区	50.05
金牛区	49.41
金牛区	49.52
金牛区	49.52
武侯区	49.52
金牛区	49.39
金牛区	49.41
金牛区	49.0
锦江区	49.41
青羊区	49.41
高新区	49.47
金牛区	48.68
锦江区	49.32
青羊区	49.46
青羊区	58.89
成华区	49.46
高新区	49.32
成华区	49.4
锦江区	49.32
锦江区	49.32
青羊区	49.46
高新区	58.89
高新区	58.89
高新区	58.89
青羊区	39.87
金牛区	49.46
金牛区	49.46
金牛区	58.89
武侯区	49.46
金牛区	56.84
锦江区	58.89
武侯区	58.89
金牛区	49.46
武侯区	58.89
武侯区	49.32
武侯区	49.32
金牛区	39.87
金牛区	39.87
金牛区	58.79
金牛区	39.87
武侯区	58.89
武侯区	49.46
青羊区	49.32
武侯区	58.79
青羊区	39.87
青羊区	49.32
成华区	49.46
成华区	39.87
金牛区	49.32
青羊区	48.77
成华区	48.86
青羊区	49.46
青羊区	49.32
青羊区	49.32
青羊区	39.87
金牛区	58.79
金牛区	58.79
高新区	39.87
成华区	48.77
金牛区	48.86
锦江区	48.77
成华区	48.86
金牛区	48.68
高新区	48.77
武侯区	48.68
锦江区	48.77
青羊区	48.86
金牛区	48.68
成华区	48.77
武侯区	48.77
成华区	49.32
金牛区	37.39
金牛区	58.79
青羊区	39.8
金牛区	49.4
金牛区	49.4
青羊区	58.89
成华区	49.32
青羊区	58.79
金牛区	39.8
金牛区	39.8
武侯区	58.89
金牛区	49.4
武侯区	49.32
金牛区	49.4
金牛区	49.4
金牛区	49.46
武侯区	49.46
锦江区	39.8
成华区	58.79
成华区	39.8
锦江区	58.75
锦江区	39.98
武侯区	58.75
金牛区	37.39
青羊区	58.75
青羊区	40.07
金牛区	58.79
高新区	49.52
高新区	49.52
锦江区	57.99
金牛区	57.99
青羊区	58.89
金牛区	49.32
金牛区	49.32
武侯区	49.46
青羊区	56.73
武侯区	48.77
金牛区	39.87
金牛区	58.89
金牛区	49.32
金牛区	49.32
锦江区	39.8
锦江区	49.4
成华区	58.07
金牛区	48.77
青羊区	49.52
高新区	49.52
青羊区	49.52
锦江区	49.52
武侯区	49.52
高新区	49.52
锦江区	48.29
青羊区	48.86
青羊区	48.68
锦江区	48.77
武侯区	48.86
武侯区	48.86
青羊区	48.68
高新区	48.86
武侯区	49.1
锦江区	48.77
青羊区	49.57
青羊区	49.57
青羊区	48.97
青羊区	49.1
青羊区	49.01
青羊区	49.01
锦江区	48.7
青羊区	49.55
金牛区	49.86
武侯区	49.1
金牛区	49.57
金牛区	49.29
金牛区	49.29
成华区	48.95
成华区	48.86
成华区	48.86
成华区	48.86
青羊区	49.05
锦江区	49.98
锦江区	49.1
成华区	48.58
金牛区	49.98
武侯区	37.39
高新区	58.75
锦江区	40.07
金牛区	49.1
青羊区	49.57
锦江区	49.57
锦江区	49.57
金牛区	49.57
青羊区	48.58
成华区	48.97
武侯区	49.51
成华区	49.1
武侯区	48.98
武侯区	48.98
青羊区	48.39
金牛区	49.45
锦江区	48.98
锦江区	48.98
锦江区	48.94
成华区	48.7
青羊区	48.0
青羊区	48.0
青羊区	49.1
青羊区	49.1
金牛区	48.0
成华区	49.05
武侯区	58.71
高新区	58.71
成华区	49.05
武侯区	49.1
锦江区	49.1
成华区	48.0
成华区	48.97
金牛区	50.39
成华区	49.57
成华区	49.1
武侯区	48.0
青羊区	49.71
锦江区	49.98
成华区	49.1
金牛区	49.45
金牛区	49.51
锦江区	49.1
金牛区	49.1
金牛区	49.1
青羊区	48.58
金牛区	49.1
青羊区	49.71
锦江区	49.48
成华区	49.48
青羊区	49.56
锦江区	47.98
锦江区	49.52
武侯区	49.76
高新区	49.18
成华区	49.48
武侯区	48.64
金牛区	49.27
武侯区	49.8
金牛区	48.64
锦江区	49.48
锦江区	48.64
锦江区	48.64
成华区	49.1
金牛区	49.05
金牛区	48.58
锦江区	49.1
成华区	49.71
金牛区	48.0
金牛区	48.0
金牛区	58.71
